Timestamp,measurement_ID,sample_ID,pfas_ID,mean_arithmetic,mean_comment,SE,SE_comment,SD,SD_comment,n_total,group_info,LOQ,median,LOD,min,max,min_max_comment,n_comment,LOQ_comment,LOD_comment,mean_geometric,limit_type,n,measurement_comment
3/07/2022 18:47,m_090,sm_010,pfas_011,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,17,progeny,0.05,NA,NA,NA,NA,NA,"""The complete clutches of eggs (n = 17) from the nests from the eight euthanized female herring gulls were collected (seven nests with two eggs, one nest with three eggs).""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,17,NA
3/07/2022 18:48,m_091,sm_010,pfas_012,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,17,progeny,0.05,NA,NA,NA,NA,NA,"""The complete clutches of eggs (n = 17) from the nests from the eight euthanized female herring gulls were collected (seven nests with two eggs, one nest with three eggs).""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,17,NA
3/07/2022 18:48,m_092,sm_010,pfas_013,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,17,progeny,0.05,NA,NA,NA,NA,NA,"""The complete clutches of eggs (n = 17) from the nests from the eight euthanized female herring gulls were collected (seven nests with two eggs, one nest with three eggs).""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,17,NA
3/07/2022 18:49,m_093,sm_010,pfas_014,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,17,progeny,0.05,NA,NA,NA,NA,NA,"""The complete clutches of eggs (n = 17) from the nests from the eight euthanized female herring gulls were collected (seven nests with two eggs, one nest with three eggs).""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,17,NA
,m_094,sm_010,pfas_023,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,17,progeny,0.05,NA,NA,NA,NA,NA,"""The complete clutches of eggs (n = 17) from the nests from the eight euthanized female herring gulls were collected (seven nests with two eggs, one nest with three eggs).""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,17,NA
3/07/2022 18:51,m_095,sm_011,pfas_004,2.291,"Arithmetic mean percent reported in the study = 7.9 +- 3.1. The study provides the ΣPFSA = 29 +- 8 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.899,We calculated the SE from the standard error of the aritmetic mean percent.,2.542755985,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFSA/100)*PFSA type arithmetic mean percent. SE=(ΣPFSA/100)*SE of the PFSA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 18:52,m_096,sm_011,pfas_001,26.593,"Arithmetic mean percent reported in the study = 91.7 +- 3.1. The study provides the ΣPFSA = 29 +- 8 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.899,We calculated the SE from the standard error of the aritmetic mean percent.,2.542755985,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFSA/100)*PFSA type arithmetic mean percent. SE=(ΣPFSA/100)*SE of the PFSA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 18:53,m_097,sm_011,pfas_005,0.116,"Arithmetic mean percent reported in the study = 0.4 +- 0.2. The study provides the ΣPFSA = 29 +- 8 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.058,We calculated the SE from the standard error of the aritmetic mean percent.,0.164048773,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFSA/100)*PFSA type arithmetic mean percent. SE=(ΣPFSA/100)*SE of the PFSA type arithmetic mean percent. SD=SE/SQRT(n).
,m_098,sm_011,pfas_026,29,(ng/g ww),8,NA,22.627417,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,NA
3/07/2022 18:55,m_100,sm_011,pfas_007,0.3256,"Arithmetic mean percent reported in the study = 3.7 +- 1.2. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.1056,We calculated the SE from the standard error of the aritmetic mean percent.,0.298681904,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 18:56,m_101,sm_011,pfas_002,1.9448,"Arithmetic mean percent reported in the study = 22.1 +- 3.4. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.2992,We calculated the SE from the standard error of the aritmetic mean percent.,0.846265396,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 18:58,m_102,sm_011,pfas_008,1.364,"Arithmetic mean percent reported in the study = 15.5 +- 1.8. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.1584,We calculated the SE from the standard error of the aritmetic mean percent.,0.448022857,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 18:59,m_103,sm_011,pfas_009,1.1,"Arithmetic mean percent reported in the study = 12.5 +- 2.3. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.2024,We calculated the SE from the standard error of the aritmetic mean percent.,0.57247365,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 18:59,m_104,sm_011,pfas_010,1.4168,"Arithmetic mean percent reported in the study = 16.1 +- 2.5. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.22,We calculated the SE from the standard error of the aritmetic mean percent.,0.622253967,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:00,m_105,sm_011,pfas_011,0.572,"Arithmetic mean percent reported in the study = 6.5 +- 1.8. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.1584,We calculated the SE from the standard error of the aritmetic mean percent.,0.448022857,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:01,m_106,sm_011,pfas_012,1.6456,"Arithmetic mean percent reported in the study = 18.7 +- 3.4. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.2992,We calculated the SE from the standard error of the aritmetic mean percent.,0.846265396,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:02,m_107,sm_011,pfas_013,0.396,"Arithmetic mean percent reported in the study = 4.5 +- 1.4. The study provides the ΣPFCA = 8.8 +- 2.0 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.1232,We calculated the SE from the standard error of the aritmetic mean percent.,0.348462222,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:03,m_108,sm_011,pfas_014,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,8,adult,0.05,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,8,NA
,m_109,sm_011,pfas_023,8.8,(ng/g ww),2,NA,5.656854249,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,NA
3/07/2022 19:04,m_110,sm_012,pfas_004,0.280255339,(ng/g ww). Not provided. We estimated the mean using the formula from Wan et al. (2014) Scenario 1.,NA,NA,0.146105607,Not provided. We estimated the SD using the formula from Wan et al. (2014) Scenario 1.,8,adult,0.1,0.280255339,NA,0.070710678,0.4898,"Percent range reported in the study = 0 - 7.9. The study provides the ΣPFSA = 6.2 +- 1.8 (mean +- SE, ng/g ww) from which we can calculate the max value. Min and Median = LOQ value / SQRT(2)","""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,"""Where detection of the individual PFSAs or PFCAs was <60% in individual eggs or tissues, a min. max. percent range is given."". We estimated the median by adding the minimum and maximum value and dividing the result by two."
3/07/2022 19:05,m_111,sm_012,pfas_001,6.1318,"Arithmetic mean percent reported in the study = 98.9 +- 1.0. The study provides the ΣPFSA = 6.2 +- 1.8 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.062,We calculated the SE from the standard error of the aritmetic mean percent.,0.175362482,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFSA/100)*PFSA type arithmetic mean percent. SE=(ΣPFSA/100)*SE of the PFSA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:28,m_112,sm_012,pfas_005,0.047755339,(ng/g ww). Not provided. We estimated the mean using the formula from Wan et al. (2014) Scenario 1.,NA,NA,-0.016005675,Not provided. We estimated the SD using the formula from Wan et al. (2014) Scenario 1.,8,adult,0.1,0.047755339,NA,0.070710678,0.0248,"Percent range reported in the study = 0 - 0.4. The study provides the ΣPFSA = 6.2 +- 1.8 (mean +- SE, ng/g ww) from which we can calculate the max value. Min and Median = LOQ value / SQRT(2)","""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,"""Where detection of the individual PFSAs or PFCAs was <60% in individual eggs or tissues, a min. max. percent range is given."". We estimated the median by adding the minimum and maximum value and dividing the result by two."
,m_113,sm_012,pfas_026,6.2,(ng/g ww),1.8,NA,5.091168825,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,NA
3/07/2022 19:31,m_115,sm_012,pfas_007,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,8,adult,0.05,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,8,NA
3/07/2022 19:32,m_116,sm_012,pfas_002,0.35,"Arithmetic mean percent reported in the study = 50 +- 7.5. The study provides the ΣPFCA = 0.7 +- 0.3 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.0525,We calculated the SE from the standard error of the aritmetic mean percent.,0.148492424,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:33,m_117,sm_012,pfas_008,0.0553,"Arithmetic mean percent reported in the study = 7.9 +- 4.8. The study provides the ΣPFCA = 0.7 +- 0.3 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.0336,We calculated the SE from the standard error of the aritmetic mean percent.,0.095035151,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:33,m_118,sm_012,pfas_009,0.07857767,(ng/g ww). Not provided. We estimated the mean using the formula from Wan et al. (2014) Scenario 1.,NA,NA,0.030136892,Not provided. We estimated the SD using the formula from Wan et al. (2014) Scenario 1.,8,adult,0.05,0.07857767,NA,0.035355339,0.1218,"Percent range reported in the study = 0 - 17.4. The study provides the ΣPFCA = 0.7 +- 0.3 (mean +- SE, ng/g ww) from which we can calculate the max value. Min and Median = LOQ value / SQRT(2)","""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,"""Where detection of the individual PFSAs or PFCAs was <60% in individual eggs or tissues, a min. max. percent range is given."". We estimated the median by adding the minimum and maximum value and dividing the result by two."
3/07/2022 19:35,m_119,sm_012,pfas_010,0.2583,"Arithmetic mean percent reported in the study = 36.9 +- 8.9. The study provides the ΣPFCA = 0.7 +- 0.3 (mean +- SE, ng/g ww) from which we can calculate the individual PFAS type concentration.",0.0623,We calculated the SE from the standard error of the aritmetic mean percent.,0.17621101,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,mean_arithmetic=(ΣPFCA/100)*PFCA type arithmetic mean percent. SE=(ΣPFCA/100)*SE of the PFCA type arithmetic mean percent. SD=SE/SQRT(n).
3/07/2022 19:36,m_120,sm_012,pfas_011,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,8,adult,0.05,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,8,NA
3/07/2022 19:36,m_121,sm_012,pfas_012,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,8,adult,0.05,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,8,NA
3/07/2022 19:37,m_122,sm_012,pfas_013,0.10342767,(ng/g ww). Not provided. We estimated the mean using the formula from Wan et al. (2014) Scenario 1.,NA,NA,0.047463625,Not provided. We estimated the SD using the formula from Wan et al. (2014) Scenario 1.,8,adult,0.05,0.10342767,NA,0.035355339,0.1715,"Percent range reported in the study = 0 - 24.5. The study provides the ΣPFCA = 0.7 +- 0.3 (mean +- SE, ng/g ww) from which we can calculate the max value. Min and Median = LOQ value / SQRT(2)","""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,"""Where detection of the individual PFSAs or PFCAs was <60% in individual eggs or tissues, a min. max. percent range is given."". We estimated the median by adding the minimum and maximum value and dividing the result by two."
3/07/2022 19:38,m_123,sm_012,pfas_014,0.035355339,Mean = LOQ value / SQRT(2),NA,NA,NA,NA,8,adult,0.05,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""","""Value under the method limits of quantitation (MLOQs). MLOQs for PFSAs and PFCAs were <0.1 and <0.05 ng/g ww, respectively.""",NA,NA,LOQ,8,NA
,m_124,sm_012,pfas_023,0.7,(ng/g ww),0.3,NA,0.848528137,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Samples of organs and tissues, i.e., liver, blood, whole brain, muscle and adipose, were collected from female herring gulls (n = 8)""",NA,NA,NA,NA,8,NA
4/07/2022 13:51,m_125,sm_017,pfas_015,0.66,(ng/g ww),NA,NA,0.4,NA,11,adult,NA,0.65,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 13:52,m_126,sm_017,pfas_004,2.2,(ng/g ww),NA,NA,0.94,NA,11,adult,NA,2.4,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 13:53,m_127,sm_017,pfas_001,29.8,(ng/g ww),NA,NA,8.37,NA,11,adult,NA,27.7,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 13:54,m_128,sm_017,pfas_005,0.14,(ng/g ww),NA,NA,0.14,NA,11,adult,NA,0.07,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 13:55,m_129,sm_017,pfas_006,0.59,(ng/g ww),NA,NA,0.74,NA,11,adult,NA,0.28,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 13:56,m_130,sm_017,pfas_002,4.68,(ng/g ww),NA,NA,1.5,NA,11,adult,NA,5,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:13,m_132,sm_017,pfas_009,4.63,(ng/g ww),NA,NA,2.44,NA,11,adult,NA,4.9,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:13,m_133,sm_017,pfas_010,1.48,(ng/g ww),NA,NA,0.89,NA,11,adult,NA,1.23,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:14,m_134,sm_017,pfas_012,NA,Check LOD_comment,NA,NA,NA,NA,11,adult,NA,NA,NA,NA,NA,NA,"0 detections in the 11 samples (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,"""The limit of detection (LOD) was calculated as 3 times signal/noise for each compound and sample type. The detection limits are therefore a function of the sample amount extracted and varied between samples as well as between analytes (0.01–1.20 ng/g for PFC). All values below LOD were marked as non-detects""",NA,LOD,0,"The authors did not provide a LOD value for each sample and PFAS compound. Thus, we could not estimate a mean value."
4/07/2022 14:15,m_135,sm_018,pfas_015,9.23,(ng/g ww),NA,NA,4.93,NA,6,progeny,NA,7.6,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:16,m_136,sm_018,pfas_004,1.42,(ng/g ww),NA,NA,0.75,NA,6,progeny,NA,1.4,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:17,m_137,sm_018,pfas_001,28.6,(ng/g ww),NA,NA,11.1,NA,6,progeny,NA,26.9,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:18,m_138,sm_018,pfas_005,NA,Check LOD_comment,NA,NA,NA,NA,6,progeny,NA,NA,NA,NA,NA,NA,"0 detections in the 6 samples (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,"""The limit of detection (LOD) was calculated as 3 times signal/noise for each compound and sample type. The detection limits are therefore a function of the sample amount extracted and varied between samples as well as between analytes (0.01–1.20 ng/g for PFC). All values below LOD were marked as non-detects""",NA,LOD,0,"The authors did not provide a LOD value for each sample and PFAS compound. Thus, we could not estimate a mean value."
4/07/2022 14:22,m_139,sm_018,pfas_006,1.42,(ng/g ww),NA,NA,0.75,NA,6,progeny,NA,1.4,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:24,m_140,sm_018,pfas_002,2.98,(ng/g ww),NA,NA,2.91,NA,6,progeny,NA,1.38,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
4/07/2022 14:26,m_142,sm_018,pfas_009,8.69,(ng/g ww),NA,NA,5.72,NA,6,progeny,NA,7.85,NA,NA,NA,NA,"6 detections (Table 3). ""From the Sklinna site we analysed [...] 8 eggs and 11 plasma samples as well as 6 liver samples from European shag for PFCs collected in 2004. [...] It must be kept in mind that liver values are from nestlings, while plasma and egg values are from adult female birds precluding direct tissue comparison""",NA,NA,NA,NA,6,NA
